IdCliente,Nombre,Apellido,Nacimiento,Género,Estado Civil,Educación,Ocupación,País,Ciudad,Hijos,Ingresos
12494,Abby,Sandberg,1964-08-18 00:00:00,Mujer,Casado/a,EFP,Funcionario,Francia,Versailles,2,30000
13256,Abby,Subram,1957-11-13 00:00:00,Mujer,Soltero/a,EFP,Profesional,Alemania,Essen,2,130000
26507,Abhijit,Thakur,1949-02-02 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Burien,2,60000
24223,Abigail,Alexander,1979-04-26 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Estados Unidos,Milwaukie,0,40000
15249,Abigail,Anderson,1980-02-12 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Estados Unidos,Oakland,0,30000
27531,Abigail,Bailey,1964-02-12 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Estados Unidos,Renton,0,40000
15903,Abigail,Barnes,1950-07-09 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Berkeley,2,60000
29215,Abigail,Barnes,1964-03-13 00:00:00,Mujer,Soltero/a,EFP,Profesional,Estados Unidos,Corvallis,5,90000
13914,Abigail,Bell,1964-10-23 00:00:00,Mujer,Casado/a,Bachiller,Profesional,Estados Unidos,Chula Vista,0,40000
28300,Abigail,Bennett,1949-11-23 00:00:00,Mujer,Soltero/a,Máster,Profesional,Estados Unidos,Spokane,4,30000
11811,Abigail,Brooks,1967-06-15 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Estados Unidos,Colma,0,40000
22042,Abigail,Bryant,1972-08-21 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Estados Unidos,Beverly Hills,0,70000
17389,Abigail,Butler,1972-11-06 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Burien,1,50000
12772,Abigail,Clark,1955-04-25 00:00:00,Mujer,Casado/a,EFP,Funcionario,Estados Unidos,Everett,1,40000
21484,Abigail,Coleman,1949-04-26 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Sedro Woolley,2,60000
23868,Abigail,Coleman,1970-07-08 00:00:00,Mujer,Soltero/a,ESO,Profesional,Canadá,Victoria,1,60000
23874,Abigail,Cook,1967-04-14 00:00:00,Mujer,Soltero/a,Bachiller,Obrero Calificado,Estados Unidos,Beaverton,2,50000
24329,Abigail,Cooper,1963-02-09 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Estados Unidos,Portland,4,70000
21275,Abigail,Cox,1979-11-26 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Estados Unidos,Novato,0,60000
18376,Abigail,Diaz,1956-07-26 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Novato,3,70000
22641,Abigail,Diaz,1967-03-24 00:00:00,Mujer,Soltero/a,EFP,Militar,Francia,Saint-Denis,1,20000
23672,Abigail,Flores,1939-04-22 00:00:00,Mujer,Casado/a,ESO,Directivo,Estados Unidos,Puyallup,3,60000
12105,Abigail,Foster,1949-05-16 00:00:00,Mujer,Soltero/a,EFP,Profesional,Estados Unidos,Woodland Hills,5,70000
19823,Abigail,Foster,1965-10-27 00:00:00,Mujer,Casado/a,EFP,Profesional,Canadá,Port Hammond,4,90000
14531,Abigail,Garcia,1962-01-21 00:00:00,Mujer,Casado/a,ESO,Funcionario,Reino Unido,Warrington,1,20000
20333,Abigail,Gonzales,1962-10-18 00:00:00,Mujer,Soltero/a,EFP,Profesional,Estados Unidos,Edmonds,1,100000
28765,Abigail,Gonzales,1974-02-25 00:00:00,Mujer,Casado/a,ESO,Obrero Calificado,Estados Unidos,San Carlos,0,50000
19256,Abigail,Griffin,1955-03-11 00:00:00,Mujer,Casado/a,Bachiller,Funcionario,Francia,Paris,1,20000
28833,Abigail,Harris,1969-11-03 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Edmonds,1,60000
13513,Abigail,Henderson,1941-09-08 00:00:00,Mujer,Casado/a,Bachiller,Funcionario,Alemania,Werne,1,30000
20441,Abigail,Henderson,1973-10-20 00:00:00,Mujer,Casado/a,EFP,Profesional,Canadá,Oak Bay,0,60000
12169,Abigail,Howard,1961-11-16 00:00:00,Mujer,Soltero/a,Máster,Profesional,Estados Unidos,Coronado,1,120000
19122,Abigail,Hughes,1971-10-19 00:00:00,Mujer,Soltero/a,ESO,Profesional,Estados Unidos,Oakland,3,70000
24764,Abigail,Hughes,1973-08-04 00:00:00,Mujer,Casado/a,ESO,Obrero Calificado,Estados Unidos,Everett,0,40000
24497,Abigail,James,1978-03-23 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Estados Unidos,Port Orchard,0,40000
15473,Abigail,Jenkins,1969-04-15 00:00:00,Mujer,Soltero/a,Bachiller,Obrero Calificado,Estados Unidos,Coronado,2,50000
15936,Abigail,Johnson,1933-07-15 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Estados Unidos,Woodburn,4,90000
11681,Abigail,Jones,1969-08-07 00:00:00,Mujer,Casado/a,ESO,Profesional,Estados Unidos,Spokane,5,70000
26609,Abigail,Kelly,1962-04-11 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Estados Unidos,Beaverton,1,70000
24930,Abigail,Lewis,1947-12-11 00:00:00,Mujer,Casado/a,Máster,Profesional,Estados Unidos,Los Angeles,4,30000
22347,Abigail,Long,1956-02-17 00:00:00,Mujer,Casado/a,Máster,Obrero Calificado,Estados Unidos,West Covina,2,30000
22888,Abigail,Long,1960-03-04 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Estados Unidos,Olympia,1,60000
18675,Abigail,Martin,1959-05-07 00:00:00,Mujer,Casado/a,ESO,Obrero Calificado,Estados Unidos,Grossmont,4,60000
16651,Abigail,Martinez,1943-09-26 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Estados Unidos,Issaquah,2,120000
15738,Abigail,Miller,1941-07-23 00:00:00,Mujer,Casado/a,ESO,Directivo,Estados Unidos,Torrance,2,120000
24431,Abigail,Morgan,1954-06-13 00:00:00,Mujer,Casado/a,Universitario,Obrero Calificado,Canadá,Royal Oak,2,60000
28776,Abigail,Morris,1955-10-11 00:00:00,Mujer,Soltero/a,Universitario,Funcionario,Estados Unidos,West Covina,3,20000
27466,Abigail,Murphy,1978-03-12 00:00:00,Mujer,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Yakima,0,30000
14478,Abigail,Patterson,1954-08-09 00:00:00,Mujer,Soltero/a,Universitario,Obrero Calificado,Canadá,Langford,2,80000
20643,Abigail,Patterson,1934-01-15 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Estados Unidos,Imperial Beach,4,90000
25857,Abigail,Perry,1944-09-05 00:00:00,Mujer,Soltero/a,Universitario,Funcionario,Estados Unidos,W. Linn,5,30000
23448,Abigail,Peterson,1957-02-16 00:00:00,Mujer,Casado/a,Universitario,Obrero Calificado,Estados Unidos,Ballard,2,70000
23794,Abigail,Powell,1955-03-17 00:00:00,Mujer,Casado/a,Máster,Funcionario,Estados Unidos,Daly City,1,30000
11089,Abigail,Price,1957-02-05 00:00:00,Mujer,Soltero/a,Bachiller,Directivo,Estados Unidos,Long Beach,2,80000
15859,Abigail,Ramirez,1959-03-05 00:00:00,Mujer,Soltero/a,ESO,Obrero Calificado,Canadá,Victoria,4,60000
21478,Abigail,Reed,1948-07-14 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Estados Unidos,National City,2,60000
14236,Abigail,Richardson,1970-11-26 00:00:00,Mujer,Casado/a,Máster,Directivo,Australia,Melbourne,0,110000
14717,Abigail,Rivera,1971-03-05 00:00:00,Mujer,Soltero/a,EFP,Funcionario,Francia,Villeneuve-d'Ascq,2,40000
18379,Abigail,Robinson,1956-09-19 00:00:00,Mujer,Casado/a,EFP,Profesional,Canadá,Port Hammond,3,80000
22301,Abigail,Rodriguez,1963-09-13 00:00:00,Mujer,Casado/a,ESO,Profesional,Estados Unidos,Lakewood,3,60000
18815,Abigail,Rogers,1963-06-16 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Lynnwood,0,90000
20855,Abigail,Ross,1970-03-06 00:00:00,Mujer,Casado/a,Bachiller,Funcionario,Francia,Saint Germain en Laye,0,30000
27450,Abigail,Ross,1967-07-15 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Estados Unidos,Walla Walla,1,100000
21826,Abigail,Russell,1955-07-10 00:00:00,Mujer,Casado/a,Universitario,Profesional,Alemania,Ingolstadt,2,120000
28192,Abigail,Sanchez,1959-09-22 00:00:00,Mujer,Casado/a,ESO,Profesional,Estados Unidos,Yakima,5,70000
21701,Abigail,Sanders,1955-07-08 00:00:00,Mujer,Casado/a,Máster,Funcionario,Estados Unidos,Lake Oswego,1,30000
17617,Abigail,Simmons,1964-05-12 00:00:00,Mujer,Soltero/a,Bachiller,Obrero Calificado,Estados Unidos,Downey,4,60000
18113,Abigail,Simmons,1951-02-27 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Torrance,4,70000
19405,Abigail,Smith,1960-08-20 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Estados Unidos,Lake Oswego,1,60000
17267,Abigail,Stewart,1958-04-21 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Estados Unidos,Oakland,1,80000
24332,Abigail,Thompson,1963-06-03 00:00:00,Mujer,Casado/a,ESO,Profesional,Canadá,Metchosin,3,60000
25367,Abigail,Torres,1959-08-06 00:00:00,Mujer,Casado/a,EFP,Funcionario,Canadá,Shawnee,2,40000
16894,Abigail,Walker,1953-02-12 00:00:00,Mujer,Soltero/a,ESO,Directivo,Estados Unidos,Salem,3,60000
14419,Abigail,Ward,1952-05-13 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Oregon City,4,70000
23661,Abigail,Washington,1971-12-27 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Port Macquarie,0,90000
15866,Abigail,White,1971-01-03 00:00:00,Mujer,Soltero/a,ESO,Obrero Calificado,Canadá,N. Vancouver,1,60000
16938,Abigail,Williams,1958-05-11 00:00:00,Mujer,Soltero/a,Bachiller,Militar,Reino Unido,Newcastle upon Tyne,1,20000
21386,Abigail,Wood,1980-09-10 00:00:00,Mujer,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Fremont,0,30000
13323,Adam,Adams,1953-03-22 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Newport Beach,3,70000
29135,Adam,Allen,1964-10-04 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Canadá,Haney,4,60000
12849,Adam,Baker,1963-02-26 00:00:00,Hombre,Soltero/a,EFP,Funcionario,Francia,Drancy,2,30000
24326,Adam,Bryant,1964-10-16 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Woodburn,4,60000
27925,Adam,Butler,1957-02-10 00:00:00,Hombre,Soltero/a,Máster,Profesional,Reino Unido,Gateshead,2,150000
21400,Adam,Campbell,1973-11-25 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Canadá,Haney,0,60000
22274,Adam,Chen,1965-09-18 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Estados Unidos,Tacoma,0,40000
14250,Adam,Collins,1942-08-03 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Concord,2,130000
23982,Adam,Diaz,1954-02-10 00:00:00,Hombre,Soltero/a,EFP,Militar,Alemania,Bottrop,2,10000
24414,Adam,Edwards,1962-05-27 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Lemon Grove,1,130000
25820,Adam,Evans,1973-11-25 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Melton,0,90000
11044,Adam,Flores,1949-05-24 00:00:00,Hombre,Casado/a,Universitario,Funcionario,Australia,Hervey Bay,2,20000
20335,Adam,Gonzales,1962-05-05 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Colma,1,110000
14852,Adam,Gonzalez,1978-11-13 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Lemon Grove,0,60000
13069,Adam,Green,1974-08-19 00:00:00,Hombre,Casado/a,Máster,Obrero Calificado,Estados Unidos,Bellingham,0,30000
18669,Adam,Griffin,1958-12-12 00:00:00,Hombre,Casado/a,EFP,Funcionario,Estados Unidos,Palo Alto,2,40000
13681,Adam,Hall,1973-11-18 00:00:00,Hombre,Soltero/a,Máster,Militar,Francia,Paris,0,30000
24028,Adam,Hayes,1970-12-07 00:00:00,Hombre,Soltero/a,EFP,Militar,Francia,Versailles,0,20000
17040,Adam,Henderson,1958-08-27 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Estados Unidos,Everett,1,60000
12197,Adam,Hernandez,1953-01-15 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Mill Valley,3,70000
18740,Adam,Hill,1958-09-04 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Hobart,5,80000
24546,Adam,Hughes,1954-04-11 00:00:00,Hombre,Casado/a,EFP,Profesional,Reino Unido,Runcorn,4,80000
25095,Adam,Jai,1967-07-14 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Canadá,Victoria,0,50000
18633,Adam,Jenkins,1971-09-24 00:00:00,Hombre,Casado/a,Máster,Militar,Reino Unido,Watford,0,30000
16932,Adam,King,1962-07-10 00:00:00,Hombre,Casado/a,ESO,Militar,Reino Unido,Billericay,1,20000
12948,Adam,Kumar,1964-10-02 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Glendale,5,50000
13877,Adam,Lal,1968-08-19 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Lakewood,2,60000
16985,Adam,Li,1965-10-04 00:00:00,Hombre,Soltero/a,Bachiller,Obrero Calificado,Estados Unidos,Oregon City,3,80000
18868,Adam,Long,1952-05-18 00:00:00,Hombre,Soltero/a,EFP,Profesional,Estados Unidos,Long Beach,3,40000
26349,Adam,Lopez,1965-04-19 00:00:00,Hombre,Soltero/a,ESO,Profesional,Estados Unidos,Spokane,0,60000
13397,Adam,Mitchell,1951-04-08 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Redmond,2,60000
27402,Adam,Nelson,1944-06-19 00:00:00,Hombre,Soltero/a,Universitario,Funcionario,Canadá,Vancouver,5,30000
18228,Adam,Parker,1960-04-27 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Estados Unidos,Santa Cruz,1,60000
19696,Adam,Patterson,1962-02-09 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,El Cajon,1,120000
18170,Adam,Perez,1951-08-05 00:00:00,Hombre,Casado/a,Máster,Profesional,Alemania,Ingolstadt,4,90000
14650,Adam,Perry,1960-09-27 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Estados Unidos,Walla Walla,1,60000
22748,Adam,Phillips,1946-09-13 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Canadá,Royal Oak,5,70000
23423,Adam,Powell,1967-12-16 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Brisbane,5,70000
11941,Adam,Roberts,1976-11-26 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Woodburn,0,60000
11099,Adam,Ross,1961-03-08 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Port Macquarie,1,60000
17427,Adam,Russell,1962-09-18 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Glendale,1,120000
15863,Adam,Scott,1973-08-03 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Canadá,Metchosin,0,50000
28496,Adam,Shan,1960-08-08 00:00:00,Hombre,Soltero/a,Máster,Militar,Francia,Metz,1,10000
15433,Adam,Sharma,1978-08-18 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Concord,0,60000
25327,Adam,Simmons,1975-05-12 00:00:00,Hombre,Casado/a,EFP,Funcionario,Canadá,Victoria,3,40000
16109,Adam,Turner,1964-07-05 00:00:00,Hombre,Soltero/a,Bachiller,Obrero Calificado,Canadá,N. Vancouver,4,60000
21340,Adam,Wang,1937-05-03 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Spokane,3,60000
25437,Adam,Washington,1965-11-17 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Canadá,Langley,3,50000
17525,Adam,Wright,1958-03-23 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Concord,1,130000
12984,Adam,Young,1958-02-06 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Canadá,Royal Oak,1,60000
16804,Adam,Zhang,1950-12-20 00:00:00,Hombre,Casado/a,Máster,Profesional,Estados Unidos,W. Linn,2,60000
21812,Adrian,Bailey,1952-01-05 00:00:00,Hombre,Casado/a,Máster,Profesional,Estados Unidos,Seattle,2,60000
11874,Adrian,Bell,1967-03-10 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Estados Unidos,Woodland Hills,0,60000
23076,Adrian,Brooks,1941-03-09 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Beverly Hills,3,60000
27396,Adrian,Cook,1943-05-26 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Edmonds,4,60000
15005,Adrian,Cooper,1978-09-20 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Long Beach,0,60000
20443,Adrian,Cox,1976-04-08 00:00:00,Hombre,Soltero/a,EFP,Profesional,Estados Unidos,Grossmont,0,60000
16478,Adrian,Gray,1977-01-21 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Oakland,0,70000
12973,Adrian,Howard,1967-03-12 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Redmond,0,70000
25340,Adrian,James,1955-11-21 00:00:00,Hombre,Soltero/a,Universitario,Funcionario,Canadá,Metchosin,3,20000
14917,Adrian,Morgan,1958-01-22 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Estados Unidos,Puyallup,4,80000
15092,Adrian,Morris,1954-08-18 00:00:00,Hombre,Casado/a,EFP,Profesional,Alemania,Solingen,3,80000
21236,Adrian,Peterson,1975-04-16 00:00:00,Hombre,Soltero/a,Máster,Obrero Calificado,Estados Unidos,Port Orchard,0,40000
12152,Adrian,Ramirez,1964-03-26 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Estados Unidos,Lemon Grove,2,130000
